rewards,average execute time
1657.642344219883,0.00017279137475908964
2538.052448172291,0.00013682802407522388
2950.9571777829524,0.00010485403385002965
1942.8501291814362,0.00017777143414638168
2015.0440043268354,0.00014708915460740624
1516.7601054017346,0.00018821436714661156
2640.636380919629,0.00012768178265074834
2655.6238645492745,0.0001506785496363733
2699.1854497335357,0.00014320051213174748
2222.024058325219,0.00015488806541251606
4399.414689919165,9.573585143660436e-05
1839.6839474019625,0.00018120990822242163
2461.195317298568,0.0001270882266477622
1924.54115279652,0.00016739541109557935
2726.555421669747,0.00012221160373315838
2177.20359464388,0.0001409551891443789
2770.5446391278806,0.0001230060431184669
2548.0704748418702,0.0001513559506132078
2318.365773590686,0.0001325248675758128
2779.2659044683255,0.00014368720705462698
