rewards,average execute time
988.9799355168742,6.974075498023073e-06
1066.7141735627297,7.66276649113817e-06
1101.221348699005,1.4593342220550792e-05
1020.6577227101769,1.3925570963484996e-05
1033.3699735812554,7.660110016719213e-06
959.4020833269954,1.2512990691203593e-05
1108.728974129245,1.878326649785374e-05
1088.1505418481336,1.1097089825898492e-05
1095.514652907778,1.2549849273766648e-05
1113.3889912831469,1.7402729948251028e-05
1140.338846741559,2.7785560214751944e-05
1135.59811184756,9.00926696224797e-06
1064.3776964409576,1.941036049037923e-05
1027.0668164812419,1.3808354029748433e-05
1120.2705933205198,2.5073133803343705e-05
1121.2258540969294,1.389203297394564e-05
1113.2382074981144,1.3269919870955699e-05
1072.633065351398,1.4627378299043703e-05
1093.6506352733002,9.043635100043251e-06
1176.0724035498288,1.1833265299252481e-05
