rewards,average execute time
1649.704903771672,0.00014184029321484578
2477.6906741694324,0.00018258230931911628
2885.974267291511,0.00018965384422238492
1905.0134880244655,0.00014862642314772753
1925.8805796796735,0.00013411958237544407
1416.501295729331,0.00016952457534237492
2581.2208564284556,0.00011810087559947064
2598.840939114673,0.0001472040471260262
2617.7190399249125,0.000203230254829428
2152.6657880026387,0.00020679441335141492
4303.927066076798,0.00013761135196951437
1795.0265467505014,0.00015577300345333172
2415.55134962226,0.0001762969248142083
1872.6728424175196,0.00020116800053205996
2719.1965455759155,0.00017240369552357283
2151.0236719838877,0.00017937743896229353
2739.1665395291116,0.0001492945264640957
2487.6274362512304,0.00013472359824645485
2263.2681969532537,0.00013928974571334287
2729.3996098227713,0.00010354821064346016
