rewards,average execute time
1548.054908631417,0.00016029083629172492
2502.367057828473,0.00012934141504399293
2885.576008342328,0.00011964874400494406
1845.1273161933889,0.0001507294227887397
1930.1490165767516,0.0001474237608161953
1395.990679531205,0.0001350706092483329
2626.8399077157637,0.00013336863026313462
2608.944895908577,0.00011523952059094953
2644.5767548606136,0.00010282503187864085
2137.4413384057743,0.00012432590178911693
4386.309753055858,0.0001167097131521921
1756.1382320191271,0.00013147145821677166
2426.1163029294635,0.00016599196245411311
1834.4040896461722,0.00021131861085260371
2749.478805363819,0.00018651339337022192
2135.2376651727377,0.0001601401937132513
2764.456720577615,0.00016047346890802835
2525.3815723729435,0.00018263626895575138
2217.8988701767635,0.00015009903326267148
2752.6428642000437,0.00012930566795700264
