rewards,average execute time
805.9947032914523,1.7404224215111692e-05
987.6505374483984,1.249572360748036e-05
1018.1812200606844,6.930741759063806e-06
884.9600948011246,9.00212768724702e-06
915.709309207669,1.4616752401367867e-05
828.2283760625457,1.876417308796747e-05
1057.3797050130008,1.3194376379666555e-05
1055.017491540381,1.113876326834591e-05
1010.6790969219495,2.7062999172795116e-05
1038.2614023899305,1.540854780786881e-05
1097.7875940832491,2.3045911762375686e-05
1075.9087174875665,1.528535380668959e-05
977.2212984970864,1.595760786433738e-05
886.5731398625815,1.4566777476361204e-05
1045.5933666407584,1.1867135348094206e-05
1057.5526435649533,1.2499542289457614e-05
1022.1890915653875,1.6748075033628843e-05
1006.1016469641288,1.1837748099834474e-05
1015.697284372634,1.0407734714178653e-05
1137.9013190747025,1.4582218233921401e-05
