rewards,average execute time
863.7104787265458,9.022051245389211e-06
1032.9975637887692,1.1892039795771947e-05
1052.1959198026411,1.461243563043706e-05
923.0881455263693,1.3186572986060863e-05
947.3872219654805,6.242216795599893e-06
881.0876285155202,4.88010953727871e-06
1099.5610026730046,4.1831170616043645e-06
1071.1424513030324,5.603832786793828e-06
1055.9497295887172,6.937548974762388e-06
1069.559942177431,7.683686227187473e-06
1131.467148790512,8.359094848207776e-06
1101.59624462203,7.607644646944774e-06
1016.0794470693335,7.627236145784596e-06
929.4219189714075,7.669739736487938e-06
1081.7459844987495,6.209342924665276e-06
1070.5202204936836,5.539247252482889e-06
1080.9893013004976,6.2412206176927825e-06
1059.421708374665,1.112597898520467e-05
1047.3573563612217,7.643008962647164e-06
1171.824690221679,6.2755887554880634e-06
